id,Rings
90615,9.958035051552649
90616,9.661590544951402
90617,10.006116547137198
90618,10.296578726821934
90619,7.508120258819653
90620,9.247536281846273
90621,10.938684179440477
90622,6.252993546402418
90623,7.984398735786851
90624,11.099467946499978
90625,11.971074767784163
90626,6.181948491743162
90627,10.77457882964187
90628,13.468203996653395
90629,7.429389340317086
90630,7.306212823431125
90631,11.975582349566128
90632,5.708408531101975
90633,9.689819292706458
90634,10.194645328397165
90635,6.227073076374573
90636,7.20771845159601
90637,9.37899687175521
90638,8.859237658433287
90639,9.664673779602122
90640,10.70163471022915
90641,8.314568961954029
90642,10.056540997196732
90643,5.666888335234178
90644,10.360686845832394
90645,10.350992199484146
90646,8.963650058324761
90647,11.829136963596337
90648,13.383215322736564
90649,13.38456896409628
90650,10.050200378292237
90651,9.159613652036125
90652,8.434034204971416
90653,11.955813387255908
90654,6.2185944337144115
90655,8.180773786386325
90656,10.473062049350178
90657,8.209095306655245
90658,6.835308952693762
90659,9.556475071495058
90660,7.181897109898463
90661,8.263939654971868
90662,7.349343511020703
90663,9.237210934375977
90664,7.579180176831725
90665,13.761414212055694
90666,8.999191183986284
90667,5.559318246308715
90668,10.20666646013212
90669,9.393480669193975
90670,9.364336100337194
90671,10.700128811118505
90672,9.008114766361391
90673,13.287112462991598
90674,7.542191278057322
90675,5.372989200802356
90676,11.769236116367527
90677,11.29061453985061
90678,4.6935819510062515
90679,9.38142845989192
90680,9.81609535203099
90681,9.810344415982728
90682,16.374168774157305
90683,10.283701896931914
90684,12.21525230718844
90685,11.288566158328809
90686,7.034993090194692
90687,10.266036905866848
90688,9.018367533806199
90689,10.88087723668146
90690,19.096741565375815
90691,8.147496839369083
90692,10.795991400883473
90693,12.110949337487707
90694,9.374454959375209
90695,8.805303318772609
90696,9.875417114127671
90697,7.345071084528577
90698,9.588639212413462
90699,5.165368345737388
90700,10.823368138474287
90701,10.533489643486782
90702,10.035053749160802
90703,12.383582193640637
90704,4.803693578311579
90705,11.332820860835085
90706,11.75020706464479
90707,6.098131846539839
90708,8.48024941387421
90709,9.363769649303038
90710,9.542265919131555
90711,9.36868057978975
90712,8.952274259360467
90713,15.17882520177546
90714,7.134308191554589
90715,8.70555260400613
90716,7.146333169393859
90717,9.488464463025629
90718,4.331303335953378
90719,5.539996781805852
90720,10.968770696080979
90721,9.250657841850003
90722,9.194016151540003
90723,7.901386010061059
90724,9.91283134159428
90725,6.609339872305945
90726,7.612371622622287
90727,8.591823688772333
90728,10.964515738983073
90729,10.275744787739674
90730,10.279895896261399
90731,5.518533820945844
90732,7.878193206996295
90733,10.512296111525286
90734,9.081221893185118
90735,7.9311719341182325
90736,7.574582102320417
90737,5.777675034560787
90738,6.992903529423673
90739,14.81692251729654
90740,10.526599829464713
90741,5.668538481288512
90742,9.778930362098677
90743,12.558958971619353
90744,7.126403933670546
90745,8.689688302353867
90746,8.132913879797595
90747,4.418083355142608
90748,14.179126276916167
90749,9.543781077578725
90750,4.133124110658352
90751,7.177578732195422
90752,8.409376819178242
90753,8.140770835968285
90754,8.99217386006578
90755,8.787977985871075
90756,8.919581423799347
90757,12.152182009605134
90758,8.872268283280807
